;product;origen;YEAR;MONTH;price_mean;Volumen;temperatura;Precipitacion_group;Min siem-recol;Max siem-recol;Temperatura min req;Temperatura max req;Temperatura min opt;Temperatura max opt;Dias entre riego zona seca;Dias entre riego zona húmeda;distancia_mes_inicio_siem;distancia_mes_fin_siem
62;ACELGA;Andalucia;2020;9;0.65;2044.0;23.3;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
63;ACELGA;Andalucia;2020;9;0.65;2044.0;23.3;0.0;3;3;6.0;33.0;15.0;25.0;4;10;6.0;4.0
64;ACELGA;Andalucia;2020;10;0.6333333333333333;4825.0;17.55;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
65;ACELGA;Andalucia;2020;10;0.6333333333333333;4825.0;17.55;0.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
66;ACELGA;Andalucia;2020;11;0.55;2865.0;15.48;1.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
67;ACELGA;Andalucia;2020;11;0.55;2865.0;15.48;1.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
68;ACELGA;Aragon;2018;3;0.6;1024.0;7.69;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
69;ACELGA;Aragon;2018;3;0.6;1024.0;7.69;1.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
70;ACELGA;Aragon;2018;12;0.75;2000.0;7.09;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
71;ACELGA;Aragon;2018;12;0.75;2000.0;7.09;0.0;3;3;6.0;33.0;15.0;25.0;4;10;9.0;7.0
72;ACELGA;Aragon;2019;4;0.7;4880.0;10.83;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
73;ACELGA;Aragon;2019;4;0.7;4880.0;10.83;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
74;ACELGA;Aragon;2019;11;0.6;1000.0;7.91;1.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
75;ACELGA;Aragon;2019;11;0.6;1000.0;7.91;1.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
76;ACELGA;Aragon;2020;3;0.75;5000.0;9.02;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
77;ACELGA;Aragon;2020;3;0.75;5000.0;9.02;1.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
78;ACELGA;Aragon;2020;4;1.0;3000.0;12.29;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
79;ACELGA;Aragon;2020;4;1.0;3000.0;12.29;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
80;ACELGA;Cantabria;2020;10;0.7;1840.0;13.19;2.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
81;ACELGA;Cantabria;2020;10;0.7;1840.0;13.19;2.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
82;ACELGA;Castilla La Mancha;2018;1;0.75;205840.0;6.19;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-8.0;-10.0
83;ACELGA;Castilla La Mancha;2018;1;0.75;205840.0;6.19;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
84;ACELGA;Castilla La Mancha;2018;2;0.7105263159999999;307195.0;4.61;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-7.0;-9.0
85;ACELGA;Castilla La Mancha;2018;2;0.7105263159999999;307195.0;4.61;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
86;ACELGA;Castilla La Mancha;2018;3;0.6782608695;361780.0;7.66;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
87;ACELGA;Castilla La Mancha;2018;3;0.6782608695;361780.0;7.66;1.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
88;ACELGA;Castilla La Mancha;2018;4;0.726086957;338800.0;11.85;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
89;ACELGA;Castilla La Mancha;2018;4;0.726086957;338800.0;11.85;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
90;ACELGA;Castilla La Mancha;2018;5;0.888636364;231805.0;15.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-4.0;-6.0
91;ACELGA;Castilla La Mancha;2018;5;0.888636364;231805.0;15.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
92;ACELGA;Castilla La Mancha;2018;6;1.12;248740.0;20.43;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-3.0;-5.0
93;ACELGA;Castilla La Mancha;2018;6;1.12;248740.0;20.43;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
94;ACELGA;Castilla La Mancha;2018;7;0.7761904759999999;50195.0;24.31;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
95;ACELGA;Castilla La Mancha;2018;7;0.7761904759999999;50195.0;24.31;0.0;3;3;6.0;33.0;15.0;25.0;4;10;4.0;2.0
96;ACELGA;Castilla La Mancha;2018;8;0.559090909;134190.0;25.67;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
97;ACELGA;Castilla La Mancha;2018;8;0.559090909;134190.0;25.67;0.0;3;3;6.0;33.0;15.0;25.0;4;10;5.0;3.0
98;ACELGA;Castilla La Mancha;2018;9;0.6476190479999999;176030.0;22.07;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
99;ACELGA;Castilla La Mancha;2018;9;0.6476190479999999;176030.0;22.07;0.0;3;3;6.0;33.0;15.0;25.0;4;10;6.0;4.0
100;ACELGA;Castilla La Mancha;2018;10;0.7333333329999999;265120.0;14.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
101;ACELGA;Castilla La Mancha;2018;10;0.7333333329999999;265120.0;14.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
102;ACELGA;Castilla La Mancha;2018;11;0.62375;267115.0;9.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
103;ACELGA;Castilla La Mancha;2018;11;0.62375;267115.0;9.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
104;ACELGA;Castilla La Mancha;2018;12;0.655882353;96125.0;7.38;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
105;ACELGA;Castilla La Mancha;2018;12;0.655882353;96125.0;7.38;0.0;3;3;6.0;33.0;15.0;25.0;4;10;9.0;7.0
106;ACELGA;Castilla La Mancha;2019;1;0.89047619;113425.0;5.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-8.0;-10.0
107;ACELGA;Castilla La Mancha;2019;1;0.89047619;113425.0;5.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
108;ACELGA;Castilla La Mancha;2019;2;0.707894737;107030.0;8.08;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-7.0;-9.0
109;ACELGA;Castilla La Mancha;2019;2;0.707894737;107030.0;8.08;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
110;ACELGA;Castilla La Mancha;2019;3;0.536363636;111370.0;10.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
111;ACELGA;Castilla La Mancha;2019;3;0.536363636;111370.0;10.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
112;ACELGA;Castilla La Mancha;2019;4;0.572368421;115205.0;10.96;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
113;ACELGA;Castilla La Mancha;2019;4;0.572368421;115205.0;10.96;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
114;ACELGA;Castilla La Mancha;2019;5;0.675;107680.0;16.87;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-4.0;-6.0
115;ACELGA;Castilla La Mancha;2019;5;0.675;107680.0;16.87;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
116;ACELGA;Castilla La Mancha;2019;6;0.461904762;101325.0;21.56;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-3.0;-5.0
117;ACELGA;Castilla La Mancha;2019;6;0.461904762;101325.0;21.56;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
118;ACELGA;Castilla La Mancha;2019;7;0.5;42640.0;25.76;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
119;ACELGA;Castilla La Mancha;2019;7;0.5;42640.0;25.76;0.0;3;3;6.0;33.0;15.0;25.0;4;10;4.0;2.0
120;ACELGA;Castilla La Mancha;2019;8;0.5055555555;49395.0;24.78;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
121;ACELGA;Castilla La Mancha;2019;8;0.5055555555;49395.0;24.78;0.0;3;3;6.0;33.0;15.0;25.0;4;10;5.0;3.0
122;ACELGA;Castilla La Mancha;2019;9;0.794444444;62380.0;20.29;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
123;ACELGA;Castilla La Mancha;2019;9;0.794444444;62380.0;20.29;0.0;3;3;6.0;33.0;15.0;25.0;4;10;6.0;4.0
124;ACELGA;Castilla La Mancha;2019;10;0.818181818;110102.0;15.83;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
125;ACELGA;Castilla La Mancha;2019;10;0.818181818;110102.0;15.83;0.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
126;ACELGA;Castilla La Mancha;2019;11;0.569047619;68817.0;8.71;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
127;ACELGA;Castilla La Mancha;2019;11;0.569047619;68817.0;8.71;0.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
128;ACELGA;Castilla La Mancha;2019;12;0.5416666665000001;41405.0;8.1;1.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
129;ACELGA;Castilla La Mancha;2019;12;0.5416666665000001;41405.0;8.1;1.0;3;3;6.0;33.0;15.0;25.0;4;10;9.0;7.0
130;ACELGA;Castilla La Mancha;2020;1;0.85625;35310.0;6.1;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-8.0;-10.0
131;ACELGA;Castilla La Mancha;2020;1;0.85625;35310.0;6.1;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
132;ACELGA;Castilla La Mancha;2020;2;0.8;27210.0;10.01;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-7.0;-9.0
133;ACELGA;Castilla La Mancha;2020;2;0.8;27210.0;10.01;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
134;ACELGA;Castilla La Mancha;2020;3;0.580555556;26900.0;10.03;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
135;ACELGA;Castilla La Mancha;2020;3;0.580555556;26900.0;10.03;1.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
136;ACELGA;Castilla La Mancha;2020;4;1.041176471;54670.0;12.73;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
137;ACELGA;Castilla La Mancha;2020;4;1.041176471;54670.0;12.73;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
138;ACELGA;Castilla La Mancha;2020;5;0.715789474;73860.0;18.12;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-4.0;-6.0
139;ACELGA;Castilla La Mancha;2020;5;0.715789474;73860.0;18.12;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
140;ACELGA;Castilla La Mancha;2020;6;0.8375;76280.0;20.99;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-3.0;-5.0
141;ACELGA;Castilla La Mancha;2020;6;0.8375;76280.0;20.99;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
142;ACELGA;Castilla La Mancha;2020;7;0.7571428570000001;45220.0;26.39;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
143;ACELGA;Castilla La Mancha;2020;7;0.7571428570000001;45220.0;26.39;0.0;3;3;6.0;33.0;15.0;25.0;4;10;4.0;2.0
144;ACELGA;Castilla La Mancha;2020;8;0.626470588;31520.0;24.89;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
145;ACELGA;Castilla La Mancha;2020;8;0.626470588;31520.0;24.89;0.0;3;3;6.0;33.0;15.0;25.0;4;10;5.0;3.0
146;ACELGA;Castilla La Mancha;2020;9;0.9809523809999999;84380.0;20.05;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
147;ACELGA;Castilla La Mancha;2020;9;0.9809523809999999;84380.0;20.05;0.0;3;3;6.0;33.0;15.0;25.0;4;10;6.0;4.0
148;ACELGA;Castilla La Mancha;2020;10;0.8826086959999999;116130.0;13.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
149;ACELGA;Castilla La Mancha;2020;10;0.8826086959999999;116130.0;13.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
150;ACELGA;Castilla La Mancha;2020;11;0.75;49270.0;11.1;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
151;ACELGA;Castilla La Mancha;2020;11;0.75;49270.0;11.1;0.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
152;ACELGA;Castilla Leon;2018;1;0.7833333333333333;19510.0;4.37;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-8.0;-10.0
153;ACELGA;Castilla Leon;2018;1;0.7833333333333333;19510.0;4.37;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
154;ACELGA;Castilla Leon;2018;2;0.7055555556666667;9140.0;2.76;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-7.0;-9.0
155;ACELGA;Castilla Leon;2018;2;0.7055555556666667;9140.0;2.76;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
156;ACELGA;Castilla Leon;2018;3;0.6;54350.0;5.49;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
157;ACELGA;Castilla Leon;2018;3;0.6;54350.0;5.49;1.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
158;ACELGA;Castilla Leon;2018;4;0.595;8800.0;10.11;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
159;ACELGA;Castilla Leon;2018;4;0.595;8800.0;10.11;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
160;ACELGA;Castilla Leon;2018;5;0.8;3850.0;12.78;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-4.0;-6.0
161;ACELGA;Castilla Leon;2018;5;0.8;3850.0;12.78;1.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
162;ACELGA;Castilla Leon;2018;6;0.8;3000.0;17.4;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-3.0;-5.0
163;ACELGA;Castilla Leon;2018;6;0.8;3000.0;17.4;1.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
164;ACELGA;Castilla Leon;2018;8;0.538888889;5900.0;21.57;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
165;ACELGA;Castilla Leon;2018;8;0.538888889;5900.0;21.57;0.0;3;3;6.0;33.0;15.0;25.0;4;10;5.0;3.0
166;ACELGA;Castilla Leon;2018;9;0.6444444443333333;19100.0;19.69;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
167;ACELGA;Castilla Leon;2018;9;0.6444444443333333;19100.0;19.69;0.0;3;3;6.0;33.0;15.0;25.0;4;10;6.0;4.0
168;ACELGA;Castilla Leon;2018;10;0.7;9920.0;11.99;0.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
169;ACELGA;Castilla Leon;2018;10;0.7;9920.0;11.99;0.0;3;3;6.0;33.0;15.0;25.0;4;10;7.0;5.0
170;ACELGA;Castilla Leon;2018;11;0.675;10680.0;7.5;1.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
171;ACELGA;Castilla Leon;2018;11;0.675;10680.0;7.5;1.0;3;3;6.0;33.0;15.0;25.0;4;10;8.0;6.0
172;ACELGA;Castilla Leon;2018;12;0.7;15360.0;6.13;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
173;ACELGA;Castilla Leon;2018;12;0.7;15360.0;6.13;0.0;3;3;6.0;33.0;15.0;25.0;4;10;9.0;7.0
174;ACELGA;Castilla Leon;2019;1;0.8833333333333333;31020.0;3.44;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-8.0;-10.0
175;ACELGA;Castilla Leon;2019;1;0.8833333333333333;31020.0;3.44;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
176;ACELGA;Castilla Leon;2019;2;0.8125;5935.0;6.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-7.0;-9.0
177;ACELGA;Castilla Leon;2019;2;0.8125;5935.0;6.45;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-1.0;-3.0
178;ACELGA;Castilla Leon;2019;3;0.5;8290.0;8.12;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-6.0;-8.0
179;ACELGA;Castilla Leon;2019;3;0.5;8290.0;8.12;0.0;3;3;6.0;33.0;15.0;25.0;4;10;0.0;-2.0
180;ACELGA;Castilla Leon;2019;4;0.6666666666666666;24350.0;8.93;1.0;3;3;6.0;33.0;15.0;25.0;4;10;-5.0;-7.0
181;ACELGA;Castilla Leon;2019;4;0.6666666666666666;24350.0;8.93;1.0;3;3;6.0;33.0;15.0;25.0;4;10;1.0;-1.0
182;ACELGA;Castilla Leon;2019;5;0.7;3450.0;13.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-4.0;-6.0
183;ACELGA;Castilla Leon;2019;5;0.7;3450.0;13.23;0.0;3;3;6.0;33.0;15.0;25.0;4;10;2.0;0.0
184;ACELGA;Castilla Leon;2019;6;0.4;1000.0;17.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-3.0;-5.0
185;ACELGA;Castilla Leon;2019;6;0.4;1000.0;17.48;0.0;3;3;6.0;33.0;15.0;25.0;4;10;3.0;1.0
186;ACELGA;Castilla Leon;2019;7;0.5;520.0;21.5;0.0;3;3;6.0;33.0;15.0;25.0;4;10;-2.0;-4.0
187;ACELGA;Castilla Leon;2019;7;0.5;520.0;21.5;0.0;3;3;6.0;33.0;15.0;25.0;4;10;4.0;2.0
